,Ship Mode,Segment,Market,Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
323,First Class,Corporate,US,Technology,3040.0,8,0.0,1459.2,307.85,Medium
324,Standard Class,Consumer,EMEA,Office Supplies,3425.4,6,0.0,1233.0,307.83,High
325,Standard Class,Corporate,US,Technology,3499.93,7,0.0,909.9818,305.29,Medium
326,Second Class,Consumer,APAC,Technology,1272.72,4,0.0,534.48,305.27,High
327,Second Class,Consumer,EU,Office Supplies,1856.34,6,0.0,909.54,305.25,Critical
328,First Class,Corporate,EU,Technology,2295.0,4,0.1,459.0,305.2,Medium
329,Second Class,Corporate,EU,Technology,1622.1825,3,0.15,324.3825,305.16,Critical
330,Second Class,Consumer,APAC,Technology,1063.44,7,0.0,361.41,304.95,Critical
331,Standard Class,Corporate,EMEA,Technology,3449.88,14,0.0,275.94,304.75,Medium
332,Second Class,Consumer,Africa,Technology,1429.44,4,0.0,471.6,304.5,Critical
333,First Class,Corporate,Africa,Furniture,1057.8,2,0.0,158.64,304.36,Critical
334,First Class,Corporate,APAC,Furniture,1092.96,3,0.0,393.39,304.16,Critical
335,First Class,Home Office,LATAM,Office Supplies,1792.4,5,0.0,304.7,303.63,Critical
336,Standard Class,Corporate,EU,Furniture,2455.677,7,0.1,-191.163,303.59,High
337,Second Class,Consumer,EMEA,Technology,1900.44,6,0.0,417.96,303.45,High
338,Standard Class,Consumer,APAC,Technology,3712.59,7,0.17,849.87,302.99,Medium
339,Second Class,Home Office,APAC,Technology,2372.22,9,0.0,0.0,302.82,High
340,Standard Class,Home Office,APAC,Technology,5725.35,9,0.0,1602.99,302.61,Medium
341,Same Day,Consumer,EU,Furniture,2553.18,7,0.0,842.52,302.55,Medium
342,Standard Class,Corporate,LATAM,Office Supplies,2003.52,6,0.0,861.48,302.48,High
343,First Class,Consumer,EMEA,Technology,1188.36,4,0.0,95.04,302.14,High
344,Standard Class,Home Office,APAC,Technology,2875.095,5,0.1,511.095,302.01,High
345,Second Class,Consumer,EU,Furniture,2380.5,5,0.0,952.2,301.73,Medium
346,Second Class,Corporate,EMEA,Technology,1619.1,10,0.0,258.9,301.73,High
347,Standard Class,Corporate,APAC,Office Supplies,2821.7178,6,0.17,339.8778,301.26,High
348,Standard Class,Corporate,APAC,Technology,2991.1032,9,0.07,-128.7468,300.6,Medium
349,Same Day,Consumer,APAC,Office Supplies,1798.6764,4,0.17,86.6364,300.5,High
350,Second Class,Consumer,EMEA,Technology,2544.84,4,0.0,712.44,299.4,Medium
351,Same Day,Home Office,APAC,Furniture,951.72,2,0.0,228.36,299.12,High
352,Standard Class,Consumer,APAC,Technology,2575.92,4,0.0,978.84,298.83,High
353,Standard Class,Consumer,EU,Office Supplies,1699.83,3,0.0,84.96,298.77,High
354,Standard Class,Home Office,APAC,Furniture,2634.552,8,0.1,116.952,298.63,Medium
355,Standard Class,Corporate,APAC,Furniture,3707.352,11,0.07,1554.432,298.44,Medium
356,Standard Class,Consumer,APAC,Furniture,4298.85,5,0.0,300.9,297.81,Low
357,Standard Class,Corporate,APAC,Office Supplies,3417.48,6,0.0,854.28,297.2,Medium
358,Standard Class,Consumer,EU,Office Supplies,2080.32,4,0.0,561.6,296.98,High
359,Second Class,Corporate,APAC,Technology,840.6,5,0.0,319.35,296.68,Critical
360,First Class,Consumer,US,Office Supplies,1369.764,6,0.7,-913.176,296.1,High
361,Second Class,Home Office,Africa,Office Supplies,1288.8,10,0.0,90.0,296.08,Critical
362,Second Class,Corporate,EMEA,Office Supplies,3234.24,6,0.0,970.2,295.74,Medium
363,Standard Class,Consumer,LATAM,Technology,2171.3,5,0.0,390.8,294.97,High
364,Second Class,Consumer,APAC,Technology,2074.734,9,0.1,276.534,294.73,Medium
365,First Class,Consumer,LATAM,Technology,849.8,2,0.0,195.44,294.57,Critical
366,First Class,Home Office,APAC,Furniture,1177.173,3,0.1,353.133,294.55,Medium
367,Second Class,Home Office,Canada,Technology,2270.34,6,0.0,1112.4,294.25,Medium
368,Second Class,Consumer,US,Furniture,2665.62,9,0.0,239.9058,294.17,Medium
369,Second Class,Home Office,EU,Office Supplies,1253.07,5,0.1,236.67,293.46,Critical
370,Standard Class,Home Office,EMEA,Office Supplies,3369.24,6,0.0,606.42,293.12,Low
371,Same Day,Consumer,Africa,Technology,1464.12,6,0.0,439.2,293.07,High
372,First Class,Consumer,EU,Furniture,1273.125,7,0.5,-993.195,291.93,High
373,First Class,Home Office,US,Technology,1704.89,11,0.0,767.2005,291.68,High
374,First Class,Corporate,LATAM,Technology,1258.7774,5,0.002,375.7774,291.63,High
375,Standard Class,Consumer,APAC,Furniture,2584.008,7,0.2,290.598,291.06,Medium
376,Same Day,Consumer,APAC,Technology,1482.39,6,0.35,68.31,290.69,High
377,First Class,Consumer,LATAM,Technology,1274.7,3,0.0,293.16,290.52,Critical
378,Second Class,Consumer,US,Furniture,1604.9,5,0.0,481.47,289.82,Medium
379,Standard Class,Consumer,LATAM,Furniture,2818.08,9,0.0,225.36,289.52,High
380,Standard Class,Consumer,APAC,Technology,3187.2,5,0.0,541.8,289.17,Medium
381,Standard Class,Corporate,APAC,Furniture,4099.68,10,0.1,956.58,288.98,Medium
382,First Class,Consumer,APAC,Office Supplies,703.35,5,0.0,260.1,288.75,Critical
383,Standard Class,Corporate,APAC,Technology,2293.488,8,0.1,509.568,288.63,High
384,First Class,Corporate,EU,Technology,1238.6115,9,0.15,14.4315,288.47,High
385,Standard Class,Consumer,LATAM,Furniture,1715.056,7,0.2,300.076,288.1,High
386,First Class,Consumer,US,Office Supplies,1665.62,2,0.0,33.3124,287.77,High
387,Standard Class,Consumer,APAC,Furniture,2841.66,6,0.0,852.48,287.24,High
388,First Class,Corporate,APAC,Technology,1607.76,6,0.0,482.22,286.74,High
389,Same Day,Corporate,APAC,Technology,840.15,5,0.0,260.4,286.67,Critical
390,Second Class,Consumer,APAC,Office Supplies,2488.56,8,0.0,348.24,286.53,High
391,Standard Class,Consumer,US,Technology,3999.95,5,0.0,1159.9855,286.44,Medium
392,Standard Class,Corporate,US,Technology,2799.96,5,0.2,874.9875,286.3,Medium
393,First Class,Home Office,Africa,Technology,1519.92,6,0.0,653.4,286.2,Critical
394,Second Class,Corporate,EMEA,Technology,1279.32,4,0.0,319.8,286.19,Critical
395,Standard Class,Consumer,APAC,Furniture,2619.0,8,0.1,232.68,285.65,High
396,First Class,Consumer,APAC,Office Supplies,1704.87,6,0.5,-1023.03,285.61,Critical
397,Standard Class,Consumer,EU,Technology,1715.91,7,0.0,583.38,285.12,High
398,First Class,Consumer,APAC,Technology,1278.0,2,0.0,460.08,284.81,High
399,First Class,Corporate,Africa,Office Supplies,1234.56,4,0.0,246.84,284.7,Critical
400,Standard Class,Consumer,EU,Office Supplies,4195.2,8,0.0,839.04,284.51,Medium
401,Second Class,Consumer,EU,Furniture,1765.395,5,0.1,-98.205,284.19,High
402,First Class,Consumer,LATAM,Furniture,1480.368,3,0.2,333.048,283.93,Medium
403,First Class,Corporate,LATAM,Technology,2968.98,7,0.0,89.04,283.69,Medium
404,Standard Class,Corporate,APAC,Furniture,2301.138,7,0.3,-953.442,283.36,Low
405,Same Day,Corporate,EU,Furniture,1100.52,3,0.0,352.08,283.25,Critical
406,Standard Class,Corporate,APAC,Technology,2518.95,7,0.0,553.98,283.09,Medium
407,Same Day,Corporate,EU,Furniture,996.3,5,0.0,119.55,282.58,Critical
408,Same Day,Corporate,US,Technology,1919.976,3,0.2,215.9973,282.43,High
409,Same Day,Consumer,EMEA,Furniture,922.95,1,0.0,341.49,282.09,Critical
410,First Class,Corporate,EU,Furniture,1850.445,5,0.1,184.995,281.82,High
411,First Class,Consumer,EU,Technology,1547.1,6,0.0,340.2,280.54,Critical
412,First Class,Home Office,APAC,Office Supplies,2190.951,5,0.17,316.701,280.47,Medium
413,Standard Class,Consumer,LATAM,Office Supplies,3242.88,9,0.0,324.18,279.53,Medium
414,Standard Class,Consumer,Africa,Technology,2544.6,4,0.0,1246.8,279.11,High
415,Second Class,Consumer,EMEA,Technology,2605.56,4,0.0,573.12,278.98,Medium
416,Second Class,Consumer,EU,Office Supplies,1271.457,11,0.1,-127.413,278.75,High
417,Second Class,Consumer,EMEA,Technology,1207.56,4,0.0,0.0,278.34,Critical
418,Second Class,Consumer,APAC,Furniture,2051.1,5,0.0,40.95,278.13,High
419,Second Class,Consumer,LATAM,Technology,2544.24,6,0.0,992.16,277.93,High
420,Second Class,Corporate,US,Furniture,1421.664,8,0.4,-734.5264,277.66,Critical
421,First Class,Home Office,EU,Furniture,1314.45,3,0.0,341.73,277.29,Medium
422,Standard Class,Home Office,US,Technology,3991.98,2,0.0,1995.99,276.89,High
423,First Class,Corporate,LATAM,Furniture,980.32,2,0.2,110.28,276.71,Medium
424,First Class,Consumer,US,Technology,1799.97,5,0.4,239.996,276.7,Medium
425,Second Class,Consumer,APAC,Furniture,2470.5,6,0.0,518.76,276.29,Medium
426,First Class,Home Office,US,Technology,1499.95,5,0.0,449.985,276.23,Medium
427,Second Class,Consumer,US,Furniture,1618.37,13,0.0,356.0414,275.6,High
428,First Class,Home Office,APAC,Technology,1917.36,6,0.0,747.72,275.57,Medium
429,Second Class,Home Office,APAC,Technology,2173.5,7,0.0,260.82,275.52,Medium
430,Second Class,Home Office,US,Office Supplies,1927.59,7,0.0,751.7601,274.82,High
431,First Class,Consumer,Canada,Office Supplies,1799.1,6,0.0,593.64,274.75,High
432,Second Class,Consumer,EU,Furniture,1814.25,5,0.0,653.1,274.63,High
433,First Class,Consumer,EU,Office Supplies,1293.675,5,0.5,-776.325,274.58,Critical
434,Standard Class,Corporate,EU,Office Supplies,2477.55,5,0.0,1040.55,273.88,High
435,Second Class,Consumer,US,Technology,1399.944,7,0.2,52.4979,273.79,High
436,Same Day,Consumer,EU,Technology,2097.12,8,0.0,188.64,273.57,High
437,First Class,Consumer,US,Office Supplies,1350.12,6,0.0,175.5156,273.44,Critical
438,Standard Class,Consumer,APAC,Office Supplies,3242.88,6,0.0,421.56,271.59,Medium
439,First Class,Consumer,US,Office Supplies,1793.98,2,0.0,843.1706,271.12,Medium
440,Standard Class,Corporate,EMEA,Office Supplies,3955.14,14,0.0,1383.9,270.65,High
441,First Class,Consumer,APAC,Furniture,796.824,6,0.07,231.264,270.56,High
442,Second Class,Consumer,EU,Technology,2305.26,9,0.0,922.05,270.26,Medium
443,Standard Class,Consumer,LATAM,Furniture,2833.76,10,0.2,35.36,269.94,High
444,Standard Class,Corporate,APAC,Office Supplies,2077.32,4,0.0,581.64,269.89,Medium
445,Standard Class,Consumer,LATAM,Furniture,1916.88,7,0.0,939.26,269.76,High
446,Standard Class,Consumer,US,Furniture,2404.704,6,0.2,150.294,269.03,Medium
447,First Class,Consumer,EU,Technology,1622.565,3,0.15,133.605,268.19,Medium
448,Same Day,Home Office,APAC,Technology,856.44,6,0.0,222.66,268.13,Critical
449,Standard Class,Corporate,US,Furniture,2887.056,9,0.2,180.441,268.1,Low
450,Second Class,Corporate,EU,Furniture,1361.043,9,0.1,196.533,268.04,High
451,Standard Class,Corporate,APAC,Technology,3391.74,9,0.0,271.08,267.93,Medium
452,Standard Class,Consumer,LATAM,Technology,2375.296,7,0.2,-207.844,267.78,Low
453,First Class,Corporate,Africa,Furniture,889.02,6,0.0,320.04,267.64,Critical
454,Same Day,Consumer,EMEA,Furniture,1782.48,4,0.0,873.36,266.4,High
455,First Class,Consumer,EU,Technology,667.7685,3,0.15,274.9185,266.02,Critical
456,Standard Class,Consumer,APAC,Technology,1612.845,5,0.1,394.245,266.0,High
457,Standard Class,Consumer,APAC,Office Supplies,2799.63,9,0.0,391.77,265.46,Medium
458,Same Day,Home Office,APAC,Office Supplies,1549.1286,6,0.17,-56.1114,265.14,Critical
459,Standard Class,Corporate,LATAM,Technology,1696.4,4,0.0,67.84,264.89,High
460,First Class,Corporate,LATAM,Office Supplies,935.5,5,0.0,168.3,264.43,Medium
461,First Class,Corporate,EU,Technology,2036.8125,9,0.15,359.3025,263.82,Medium
462,Same Day,Corporate,EU,Technology,980.52,4,0.0,176.4,263.71,High
463,Standard Class,Consumer,EU,Technology,1654.644,8,0.15,681.204,263.47,High
464,Standard Class,Consumer,APAC,Furniture,2063.7684,6,0.27,141.1884,263.01,High
465,First Class,Corporate,Africa,Technology,1457.28,8,0.0,568.32,262.66,Critical
466,Second Class,Consumer,APAC,Technology,1693.23,7,0.0,829.5,262.52,Medium
467,Second Class,Corporate,US,Office Supplies,4164.05,5,0.0,83.281,262.42,Medium
468,First Class,Consumer,LATAM,Furniture,1411.2,6,0.2,405.72,262.11,Medium
469,Standard Class,Consumer,EU,Office Supplies,2039.796,4,0.1,-113.364,262.11,High
470,Standard Class,Consumer,APAC,Technology,5737.5,9,0.0,630.99,261.87,Medium
471,Standard Class,Consumer,APAC,Technology,1641.087,7,0.1,473.907,261.52,High
472,Standard Class,Home Office,LATAM,Furniture,1380.9,5,0.0,303.7,261.26,High
473,Second Class,Consumer,APAC,Technology,1917.0,3,0.0,690.12,261.08,High
474,Second Class,Consumer,APAC,Furniture,823.5,2,0.0,172.92,260.6,Critical
475,First Class,Home Office,US,Furniture,872.32,4,0.0,244.2496,260.38,High
476,Standard Class,Consumer,APAC,Technology,3180.75,5,0.0,1081.35,260.29,Medium
477,Second Class,Corporate,EU,Technology,2910.1875,11,0.15,-68.7225,259.97,High
478,Second Class,Home Office,US,Furniture,2348.82,9,0.0,399.2994,259.81,High
479,First Class,Consumer,US,Office Supplies,1924.16,8,0.2,312.676,259.62,High
480,Second Class,Consumer,APAC,Technology,910.35,5,0.0,391.35,259.57,Critical
481,First Class,Home Office,EU,Furniture,856.68,2,0.0,274.08,259.34,Critical
482,Standard Class,Corporate,LATAM,Furniture,1731.072,7,0.2,-238.028,259.25,High
483,Same Day,Home Office,EU,Technology,1330.992,12,0.1,-103.608,259.12,Critical
484,Standard Class,Home Office,US,Furniture,2573.82,9,0.0,746.4078,258.99,High
485,Second Class,Corporate,LATAM,Technology,1914.08,14,0.2,669.76,258.96,Medium
486,Standard Class,Home Office,LATAM,Technology,3393.12,8,0.0,101.76,258.84,Medium
487,Same Day,Consumer,APAC,Technology,1446.6,4,0.0,665.4,258.02,High
488,Standard Class,Consumer,APAC,Furniture,3272.01,7,0.0,1537.83,257.63,Medium
489,Second Class,Corporate,APAC,Office Supplies,2498.526,9,0.1,499.446,257.16,Medium
490,Standard Class,Consumer,EMEA,Technology,2575.92,4,0.0,772.68,256.87,High
491,Standard Class,Consumer,EU,Furniture,2546.46,7,0.0,381.78,256.7,High
492,Standard Class,Consumer,APAC,Furniture,2888.76,7,0.0,173.25,256.64,Medium
493,Second Class,Home Office,APAC,Technology,1031.4,4,0.0,185.64,256.26,High
494,Standard Class,Consumer,EU,Technology,1237.44,8,0.0,74.16,255.92,High
495,Second Class,Consumer,Africa,Technology,1018.32,4,0.0,183.24,255.69,Critical
496,Standard Class,Consumer,EU,Furniture,2756.943,7,0.1,1163.883,255.56,Medium
497,First Class,Corporate,APAC,Office Supplies,1534.869,3,0.1,-102.411,255.42,Medium
498,Standard Class,Consumer,APAC,Technology,1781.136,8,0.07,-134.064,255.36,High
499,Same Day,Consumer,LATAM,Technology,1363.2,8,0.6,-1806.24,255.17,Critical
500,Standard Class,Consumer,EU,Furniture,3315.27,7,0.0,961.38,254.92,High
501,Second Class,Consumer,US,Furniture,1266.86,7,0.0,291.3778,254.77,Critical
502,Standard Class,Corporate,EU,Technology,2123.028,8,0.15,124.788,254.54,High
503,Standard Class,Home Office,EU,Technology,2478.84,7,0.0,272.58,254.47,Medium
504,Standard Class,Consumer,APAC,Office Supplies,1894.536,4,0.1,505.176,254.37,High
505,Same Day,Consumer,US,Office Supplies,1006.056,3,0.2,88.0299,254.13,Critical
506,Standard Class,Home Office,US,Technology,5399.91,9,0.0,2591.9568,254.03,Medium
507,Standard Class,Consumer,APAC,Technology,1317.9,5,0.0,0.0,253.95,High
508,Same Day,Home Office,EU,Technology,1350.09,7,0.0,256.41,253.73,Critical
509,Second Class,Corporate,APAC,Technology,1839.18,7,0.0,238.98,253.5,High
510,Same Day,Consumer,US,Technology,2799.96,5,0.2,944.9865,253.33,High
511,Standard Class,Consumer,EU,Technology,1908.18,3,0.0,820.44,253.26,High
512,Second Class,Corporate,LATAM,Technology,1264.466,5,0.002,301.466,253.25,High
513,Same Day,Consumer,EU,Office Supplies,748.116,4,0.1,282.516,253.03,Critical
514,Second Class,Consumer,EU,Furniture,943.866,7,0.1,209.706,252.9,Critical
515,Second Class,Corporate,APAC,Furniture,1447.44,4,0.0,43.32,252.36,Medium
516,First Class,Corporate,EU,Technology,1552.5,6,0.0,62.1,252.17,Medium
517,Standard Class,Consumer,US,Technology,1999.96,5,0.2,624.9875,252.11,High
518,Second Class,Corporate,US,Office Supplies,2405.2,8,0.0,793.716,252.0,High
519,First Class,Consumer,US,Furniture,1212.96,7,0.2,90.972,251.88,Medium
520,Second Class,Consumer,LATAM,Furniture,919.26,3,0.0,266.58,251.57,Critical
521,Standard Class,Corporate,LATAM,Technology,3045.84,7,0.0,1035.58,251.05,High
522,First Class,Home Office,APAC,Technology,766.872,2,0.4,114.972,250.36,High
523,Second Class,Consumer,Africa,Furniture,2880.18,6,0.0,115.2,250.06,Medium
524,First Class,Consumer,LATAM,Office Supplies,1403.36,4,0.0,449.04,250.03,High
525,Same Day,Consumer,LATAM,Office Supplies,1819.104,6,0.2,500.184,249.64,High
526,Second Class,Home Office,US,Technology,2249.91,9,0.0,517.4793,248.96,High
527,Standard Class,Home Office,APAC,Furniture,2018.331,9,0.3,-576.909,248.91,High
528,First Class,Corporate,APAC,Furniture,2065.5,5,0.0,41.25,248.81,High
529,First Class,Consumer,APAC,Technology,1274.16,4,0.0,382.2,248.59,Critical
530,Standard Class,Consumer,APAC,Furniture,2485.62,6,0.0,795.24,248.41,Medium
531,Same Day,Consumer,EU,Office Supplies,1560.24,3,0.0,421.2,247.99,High
532,Standard Class,Consumer,APAC,Technology,3271.2,5,0.0,1341.15,247.7,Medium
533,Standard Class,Consumer,LATAM,Technology,2120.8,5,0.0,275.7,246.39,Medium
534,Standard Class,Corporate,EU,Technology,2102.832,8,0.15,321.552,246.17,High
535,Second Class,Corporate,EU,Technology,820.488,8,0.15,183.288,246.09,Critical
536,Standard Class,Consumer,US,Furniture,2803.92,5,0.2,0.0,246.07,Medium
537,Standard Class,Consumer,APAC,Technology,1718.172,6,0.1,610.812,246.05,High
538,Second Class,Corporate,EU,Furniture,2794.2525,5,0.35,515.7525,245.86,Medium
539,First Class,Consumer,EU,Furniture,1242.54,3,0.1,345.15,245.83,High
540,Second Class,Corporate,US,Technology,1626.192,9,0.2,121.9644,245.6,High
541,Second Class,Consumer,APAC,Technology,1274.7,2,0.0,165.66,245.57,High
542,Standard Class,Corporate,Africa,Technology,1553.76,6,0.0,730.26,245.57,Low
543,Standard Class,Consumer,LATAM,Furniture,2205.568,8,0.2,689.088,245.07,High
544,Standard Class,Corporate,US,Office Supplies,2690.97,3,0.0,1264.7559,244.88,Low
545,Same Day,Corporate,EU,Technology,3227.7,5,0.0,742.35,244.67,Medium
546,Standard Class,Home Office,APAC,Furniture,1395.0,3,0.0,237.15,244.5,High
547,Second Class,Consumer,EU,Furniture,2291.835,7,0.35,-1128.435,244.3,High
548,Standard Class,Consumer,Africa,Furniture,1660.8,4,0.0,83.04,244.07,High
549,Standard Class,Corporate,APAC,Furniture,2436.672,4,0.3,-487.368,244.03,High
550,First Class,Corporate,EMEA,Furniture,954.6,10,0.0,152.7,243.85,Critical
551,Standard Class,Consumer,LATAM,Office Supplies,1903.0,5,0.0,57.0,243.79,High
552,First Class,Home Office,US,Furniture,2621.322,11,0.1,553.3902,243.77,Medium
553,Same Day,Corporate,EU,Technology,1590.9,5,0.0,508.95,243.57,Medium
554,First Class,Consumer,EMEA,Furniture,1467.36,4,0.0,469.44,243.14,High
555,Second Class,Home Office,LATAM,Technology,2014.3632,8,0.002,419.8032,243.06,Medium
556,Second Class,Consumer,Africa,Furniture,3877.68,8,0.0,930.48,242.9,Medium
557,First Class,Home Office,US,Furniture,1673.184,12,0.2,20.9148,242.63,Medium
558,First Class,Corporate,APAC,Technology,2863.35,5,0.1,858.9,242.57,Medium
559,Standard Class,Home Office,APAC,Furniture,2841.66,8,0.25,189.42,242.38,Medium
560,First Class,Corporate,EU,Technology,765.459,3,0.15,-36.081,242.18,Critical
561,First Class,Corporate,APAC,Office Supplies,1887.84,4,0.1,0.0,241.89,Medium
562,Second Class,Consumer,US,Technology,742.336,8,0.2,83.5128,241.86,Critical
563,Same Day,Corporate,US,Office Supplies,795.408,6,0.2,59.6556,241.68,High
564,Second Class,Consumer,LATAM,Office Supplies,1801.6,5,0.0,180.1,241.54,Medium
565,Same Day,Corporate,EU,Technology,779.28,5,0.15,-0.12,241.34,Critical
566,Same Day,Consumer,Africa,Technology,613.26,2,0.0,202.32,241.33,Critical
567,First Class,Consumer,US,Technology,979.95,5,0.0,284.1855,240.88,Critical
568,Second Class,Home Office,APAC,Furniture,1837.56,4,0.0,275.52,240.32,Medium
569,First Class,Consumer,EU,Office Supplies,3979.29,7,0.0,1989.54,240.17,Medium
570,Same Day,Consumer,US,Technology,1349.85,3,0.0,364.4595,240.11,High
571,First Class,Consumer,LATAM,Technology,1198.2986,5,0.002,165.5986,240.09,High
572,Standard Class,Corporate,US,Furniture,3393.68,8,0.0,610.8624,240.06,Medium
573,Standard Class,Consumer,APAC,Furniture,1864.215,5,0.1,455.565,239.83,High
574,Second Class,Corporate,EMEA,Furniture,1142.64,6,0.6,-571.32,239.71,Critical
575,Standard Class,Corporate,EU,Furniture,1630.8,5,0.1,18.0,239.69,High
